time_step,dimension,predicted_value
7,17,3.466535242170629
7,18,3.578851310948919
7,19,3.294469680524596
7,20,3.058705650704592
7,21,1.5097581423552997
7,22,1.3333674902658725
7,23,1.9619709952881226
7,24,2.955042200066056
7,25,1.9589001187950164
7,26,1.122631400282176
7,27,3.165731621652923
7,28,4.18000159762384
7,29,2.3773152150619614
7,30,2.8463066533894854
7,31,4.428833787765798
7,32,4.031224401796872
7,33,1.6537774962653615
7,34,1.0398520105192193
7,35,3.4963035132988294
7,36,3.020239121469707
7,37,3.525015099197953
7,38,3.923177422686167
7,39,3.226096711794786
8,0,4.075190270533384
8,1,3.0251765225917557
8,2,2.375483444964229
8,3,3.169953015660664
8,4,4.607032758911913
8,5,2.344925822237531
8,6,0.977058935448165
8,7,2.204650422167973
8,8,3.094344379922307
8,9,3.188650597652076
8,10,3.857078161709689
8,11,2.3393736979752267
8,12,1.6421666324693027
8,13,2.771691465588835
8,14,3.6058865121825385
8,15,3.5640056961159106
8,16,2.462351476431266
8,17,3.7960119536417762
8,18,4.05470608186506
8,19,3.3663003311293713
8,20,2.9075373380072884
8,21,1.6495437767747798
8,22,1.6624366331997098
8,23,2.4166992419971125
8,24,3.2611279420827777
8,25,2.168553777414946
8,26,1.6038340986283213
8,27,3.7221874393227354
8,28,4.483760055040568
8,29,2.398920720037162
8,30,3.1554293452598317
8,31,4.934095753837485
8,32,3.7067378094022034
8,33,1.1227379636554706
8,34,1.4059433243615085
8,35,4.0384807447600135
8,36,3.8980081204934187
8,37,3.664640344141932
8,38,3.993764401848589
8,39,3.626435155623293
9,0,4.105294246207873
9,1,2.8995978018968804
9,2,2.623731658732004
9,3,3.6874027562147056
9,4,4.710683176890894
9,5,1.9620287729203825
9,6,1.1452121937938071
9,7,2.6108952794375333
9,8,3.590820584997812
9,9,3.5789389218678194
9,10,3.8786206821574845
9,11,2.4453825066233605
9,12,1.9926599163498668
9,13,3.2582134247976926
9,14,4.093602740686585
9,15,3.589796244207591
9,16,2.7557849375608496
9,17,4.204202094097353
9,18,4.465955877233378
9,19,3.249611943568221
9,20,2.727492706358987
9,21,1.8987851081120362
9,22,2.0175060206777014
9,23,2.837630956393029
9,24,3.5290770948201646
9,25,2.434243812798673
9,26,2.1266681889656383
9,27,4.295378357219492
9,28,4.618870149921697
9,29,2.3776400464570857
9,30,3.5185052711188205
9,31,5.34232539158169
9,32,3.086748602448652
9,33,0.750460023707847
9,34,1.8347731748013103
9,35,4.671889116072797
9,36,4.654102418541788
9,37,3.5566640556965607
9,38,3.918751353356675
9,39,4.190130963918876
10,0,4.079203164480317
10,1,2.6998819798389873
10,2,2.9182938272410857
10,3,4.233717013705485
10,4,4.582892264645241
10,5,1.511506106658866
10,6,1.438360433908423
10,7,3.1077838873786376
10,8,4.010157821290196
10,9,3.767562787739552
10,10,3.931441720895087
10,11,2.7431557962938835
10,12,2.4758844580865214
10,13,3.7916048116880923
10,14,4.422384977890199
10,15,3.455489565578941
10,16,3.0878059752290117
10,17,4.730929185503761
10,18,4.692322942238999
10,19,2.9016833581237806
10,20,2.594596729888113
10,21,2.2824413591303228
10,22,2.3995065025193476
10,23,3.2270332548433784
10,24,3.7942002885904857
10,25,2.7442840493559997
10,26,2.6767024462394273
10,27,4.848204053075611
10,28,4.552350190131494
10,29,2.285380889812938
10,30,3.9163002212770976
10,31,5.58981591056539
10,32,2.240176455626014
10,33,0.6504298496874157
10,34,2.3401597795383564
10,35,5.337407752660754
10,36,4.9715596201214645
10,37,3.1873985528023847
10,38,3.854338176692747
10,39,4.840056003974075
11,0,3.8276554914095535
11,1,2.282184374554956
11,2,3.290348636301758
11,3,4.812195556023765
11,4,4.166269021586908
11,5,1.1252692222086924
11,6,1.8269856231130905
11,7,3.68102216940612
11,8,4.374053153281529
11,9,3.8725939987017464
11,10,4.028262569732766
11,11,3.2477613812649997
11,12,2.9822030566687006
11,13,4.22177220521294
11,14,4.547262621897643
11,15,3.2760177806294855
11,16,3.5107215242135394
11,17,5.306344233561552
11,18,4.5507518559699065
11,19,2.347419078808361
11,20,2.628133302882759
11,21,2.816970950438221
11,22,2.7919643547338335
11,23,3.5255091561532197
11,24,4.049412073000884
11,25,3.107526077805594
11,26,3.2299628071182576
11,27,5.275860933585961
11,28,4.2746536285654635
11,29,2.1650542650720515
11,30,4.325757099241583
11,31,5.627329032055139
11,32,1.3019180551921985
11,33,0.8099501058453349
11,34,2.919397644090705
11,35,5.913567454657217
11,36,4.789992085960303
11,37,2.7696204764647683
11,38,4.025698895049163
11,39,5.53337517745214
12,0,3.1175737757714472
12,1,1.8863335204612324
12,2,3.797594028043948
12,3,5.402657894265135
12,4,3.5014006338428616
12,5,0.9317493058200291
12,6,2.277748383372585
12,7,4.292228360860591
12,8,4.636152543008007
12,9,3.904064894057292
12,10,4.281617606066636
12,11,3.7537632442118687
12,12,3.3440177947510725
12,13,4.449198484091963
12,14,4.5117716181701875
12,15,3.2868926266826626
12,16,4.163259805291622
12,17,5.834220722654593
12,18,3.9265546696870914
12,19,1.766705789889576
12,20,2.8602958592560133
12,21,3.4509477701756155
12,22,3.1757301483307505
12,23,3.7657578738280955
12,24,4.31238684482835
12,25,3.528286071601422
12,26,3.741612352645851
12,27,5.418034272274857
12,28,3.747669581988709
12,29,2.1610900325648084
12,30,4.688514672223002
12,31,5.2635096890748025
12,32,0.5125772378987891
12,33,1.184275071641841
12,34,3.5607715615399678
12,35,6.3673997634881765
12,36,4.202163169838451
12,37,2.3917756104117935
12,38,4.413582587855452
12,39,6.170276069765405
13,0,1.900863091777269
13,1,1.597260331004167
13,2,4.393587607936902
13,3,5.980043261022336
13,4,2.7145547558781975
13,5,0.9309193645273511
13,6,2.744110452499018
13,7,4.889979544298109
13,8,4.779584049109461
13,9,4.036743120747804
13,10,4.795265160948545
13,11,4.224105297883218
13,12,3.412683583103796
13,13,4.443180861010761
13,14,4.4335446842033
13,15,3.6229455132168082
13,16,4.8895080120642564
13,17,5.931864754974191
13,18,2.794520890961883
13,19,1.353378158772665
13,20,3.2181107505190427
13,21,4.1097482282565805
13,22,3.500576720754959
13,23,3.9597591440721542
13,24,4.638168384453515
13,25,4.03024476107729
13,26,4.144760371966127
13,27,5.2595103897418145
13,28,3.227350484310602
13,29,2.3454749788228177
13,30,5.0566588276653395
13,31,4.668116901234666
13,32,-0.08086246539186559
13,33,1.6561377830958055
13,34,4.428145285412299
13,35,6.678913137521482
13,36,3.2351902258997347
13,37,2.0055391412547534
13,38,4.8384724855143535
13,39,6.614313676996305
14,0,0.7260682046104163
14,1,1.6764007985311604
14,2,5.156378738966415
14,3,6.162824708684864
14,4,1.6672954426659732
14,5,1.171872025622771
14,6,3.273174956197246
14,7,5.439048598966331
14,8,4.855840498360693
14,9,4.23572393120186
14,10,5.340886826725646
14,11,4.219652991396391
14,12,3.1438166673619348
14,13,4.381205389116808
14,14,4.645868829488519
14,15,4.235243288346134
14,16,5.535845392211473
14,17,5.312379589426782
14,18,1.4594674899611555
14,19,1.2537125464830283
14,20,3.617703504785223
14,21,4.750539415551461
14,22,3.757860338799636
14,23,4.1414504135581325
14,24,4.994652308239344
14,25,4.496221809322821
14,26,4.339599310085987
14,27,4.874827300842798
14,28,2.867689485171649
14,29,2.7318747642265597
14,30,5.370092030199684
14,31,3.8196833936979644
14,32,-0.4055940082199462
14,33,2.1100553441744645
14,34,5.462695946534137
14,35,6.640522839167092
14,36,1.9968052490325419
14,37,1.8603775051892473
14,38,5.2845182612551165
14,39,6.647434282591149
15,0,-0.409760424892332
15,1,1.9788000728852566
15,2,6.128031010145835
15,3,5.707083284905504
15,4,0.4806019837499117
15,5,1.597033693288544
15,6,3.93838775098383
15,7,6.051663714419095
15,8,4.9135384669608015
15,9,4.265388598128292
15,10,5.625249353750902
15,11,3.764822031055547
15,12,2.6852824544845353
15,13,4.364966517017838
15,14,5.132323296681593
15,15,5.0250478732271375
15,16,5.697861745752724
15,17,3.9573579169294986
15,18,0.5147720085767966
15,19,1.607807323650044
15,20,4.185349579518315
15,21,5.339572936687918
15,22,3.900913494219951
15,23,4.280941053211622
15,24,5.532389583557107
15,25,5.017846052389931
15,26,4.238253995942872
15,27,4.1629923166541145
15,28,2.4929122079603543
15,29,3.23681900342838
15,30,5.640522912151482
15,31,2.655364224583464
15,32,-0.5744470500628084
15,33,2.4516987370985333
15,34,6.56067766387242
15,35,6.18005896758809
15,36,0.6607411133469479
15,37,2.0187953974138138
15,38,5.87662611711266
15,39,6.177310075175651
16,0,-1.5439589899310622
16,1,2.2268811039583647
16,2,7.21870084480279
16,3,4.541708584108096
16,4,-0.5959511339651591
16,5,2.063168919539892
16,6,4.788975743171714
16,7,6.669505666265823
16,8,4.88637279129954
16,9,4.27628069618306
16,10,5.705729697039966
16,11,3.1164636094563907
16,12,2.232960878501421
16,13,4.4682172484750655
16,14,5.865401137584107
16,15,5.680993522813141
16,16,4.997615409731399
16,17,2.286682371406747
16,18,0.23829253571179904
16,19,2.1096825019177383
16,20,4.93217053715059
16,21,5.792756930962712
16,22,3.814856938879484
16,23,4.36483006099955
16,24,6.073574196163608
16,25,5.105349989096771
16,26,3.6527625828658223
16,27,3.383048661271175
16,28,2.4364865719944135
16,29,3.817488023327082
16,30,5.634608657598456
16,31,1.457824073758308
16,32,-0.47107378570191544
16,33,2.7089586819799534
16,34,7.62321280859981
16,35,5.083878613840904
16,36,-0.5444386975208069
16,37,2.3470617290604934
16,38,6.594395166644375
16,39,5.134485778424212
17,0,-2.35815769938125
17,1,2.0811891252398356
17,2,8.104761025084914
17,3,3.072334903606338
17,4,-1.238957499084597
17,5,2.4111883797847975
17,6,5.93058165115122
17,7,7.252531369165905
17,8,4.612385732487364
17,9,4.3804603528909904
17,10,5.505746732223587
17,11,2.2808809031724957
17,12,2.0334622188297162
17,13,4.714512864450988
17,14,6.735221329964096
17,15,5.837860265647764
17,16,3.420951243501225
17,17,1.0623744239175592
17,18,0.5497206197419569
17,19,2.6083003434996668
17,20,5.733796449641523
17,21,6.0656258431044545
17,22,3.571032305781505
17,23,4.454098718204078
17,24,6.536252647495734
17,25,4.774701905870573
17,26,2.7257392162201866
17,27,2.847183263466412
17,28,2.6532379230971683
17,29,4.3982927491164565
17,30,5.293700437965816
17,31,0.4152303508411784
17,32,-0.06497605891344081
17,33,3.0606349500558045
17,34,8.364598387232846
17,35,3.3246206139757475
17,36,-1.2642577089866986
17,37,2.6081642073894757
17,38,7.398768794865665
17,39,3.4618224061562715
18,0,-2.8537525250660654
18,1,1.3991517194149963
18,2,8.549578021434233
18,3,2.208087358681314
18,4,-1.5753997416981744
18,5,2.4832292687073467
18,6,7.232792475407092
18,7,7.6982111445526
18,8,3.919655482578103
18,9,4.296278524979232
18,10,4.931009650214493
18,11,1.4356040373561438
18,12,2.147836740646478
18,13,5.3362658084161865
18,14,7.499453302342078
18,15,5.006021894479916
18,16,1.5474824682055806
18,17,0.7000947605846672
18,18,1.0943907568806546
18,19,3.1847191496520235
18,20,6.585617392747285
18,21,6.041424727828561
18,22,3.164433781488891
18,23,4.686983527253773
18,24,6.900642437267727
18,25,3.9616242690960766
18,26,1.763757353024317
18,27,2.7627121191522166
18,28,3.3194252130788207
18,29,5.0459318903685055
18,30,4.407755308581224
18,31,-0.4908342032184783
18,32,0.5525894031161316
18,33,3.6654889214886737
18,34,8.689797947865392
18,35,1.1740218996190177
18,36,-1.3047920825542942
18,37,2.617792806598537
18,38,7.866985685025284
18,39,1.416719045865983
19,0,-2.559269572508404
19,1,0.311081905212462
19,2,8.612448698633827
19,3,1.8905419249944149
19,4,-1.8749604916285318
19,5,2.270762548668917
19,6,8.443573614208354
19,7,7.94370435505162
19,8,2.7113998646432385
19,9,4.0558441974312895
19,10,4.326115796996542
19,11,0.924816713558889
19,12,2.481014131532608
19,13,6.258063227071297
19,14,7.921917921949396
19,15,3.105557943980726
19,16,0.16598073792224283
19,17,1.0549824506193477
19,18,1.819718894105863
19,19,4.049926402623852
19,20,7.301694223460641
19,21,5.542409603941296
19,22,2.729566200413159
19,23,5.161691597998533
19,24,7.033096210168766
19,25,2.6419668590554575
19,26,1.1303165135979967
19,27,2.9578569849419014
19,28,4.216485128803142
19,29,5.481904804021797
19,30,3.1100027784525848
19,31,-0.947348580358965
19,32,1.088362790346579
19,33,4.546129925957643
19,34,8.371790819057214
19,35,-1.1083640051809138
19,36,-0.5761743517227312
19,37,2.6560732097316984
19,38,7.916609420825887
19,39,-0.6097023206492265
20,0,-1.419152625612176
20,1,-0.5201382129335536
20,2,8.399391479942853
20,3,1.7849916350203743
20,4,-2.2524801477227117
20,5,1.8012401647181904
20,6,9.48488146158172
20,7,7.662227757348672
20,8,1.023895805878143
20,9,3.912651330807141
20,10,3.934693808198239
20,11,0.6810519560130603
20,12,2.933748793343246
20,13,7.498545496874508
20,14,7.436758951292001
20,15,0.45761317282591973
20,16,-0.07024049611746933
20,17,1.517405979074207
20,18,2.6421319962421284
20,19,5.058965185620259
20,20,7.920481181937612
20,21,4.4821762511308645
20,22,2.306304851597577
20,23,5.6898044583051455
20,24,6.697414205857545
20,25,1.047661827824442
20,26,0.9787951521282034
20,27,3.3046071437952484
20,28,5.167772121430046
20,29,5.427462906907086
20,30,1.4811052572030352
20,31,-0.8855204671415933
20,32,1.4406737458351269
20,33,5.587795103671822
20,34,7.317298681332588
20,35,-2.761925213624115
20,36,0.5982604777156364
20,37,3.201598577081358
20,38,7.522792722595414
20,39,-2.0150824254734636
21,0,0.1195673648429512
21,1,-0.5343996000829724
21,2,8.209400892279733
21,3,1.6014896518133057
21,4,-2.4723624818611043
21,5,1.1592768493689956
21,6,10.198361757275086
21,7,6.813997106816451
21,8,-0.7170962914131881
21,9,4.105192328580278
21,10,3.9976240437534343
21,11,0.6418451897888602
21,12,3.357613427098591
21,13,8.652519305411607
21,14,5.542853412723781
21,15,-1.9635560202369924
21,16,0.45203102371235665
21,17,1.9144278802910386
21,18,3.4122837036064118
21,19,6.225796667333454
21,20,8.008675023975666
21,21,2.7618378203728065
21,22,2.266794889757834
21,23,6.262235537908792
21,24,5.856762912710829
21,25,-0.39396052214092403
21,26,1.268379745276747
21,27,3.8695664621322527
21,28,6.150713246999529
21,29,4.63615078840175
21,30,-0.045436917745988
21,31,-0.355937755467228
21,32,1.729335870622484
21,33,6.644664861781161
21,34,5.539410131996072
21,35,-3.9370428264046105
21,36,1.628118479096924
21,37,4.4164153510702215
21,38,6.662767721821138
21,39,-3.0334132547497896
22,0,1.6238439740831734
22,1,0.4422052078499704
22,2,8.15340561678197
22,3,1.062073521963462
22,4,-2.658373060087192
22,5,0.1571405520592982
22,6,10.395582462284356
22,7,5.61298876149065
22,8,-2.1338477023221705
22,9,4.519594439837851
22,10,4.386821302573288
22,11,0.6277459430535925
22,12,3.7417637995225435
22,13,9.376772690292423
22,14,2.461313630223868
22,15,-3.0871733835840587
22,16,1.103505632439841
22,17,2.4934431504970176
22,18,4.255082977156369
22,19,7.51323689496792
22,20,7.057416137525247
22,21,0.7279931046691905
22,22,2.435573827751295
22,23,6.861439725479036
22,24,4.55598298579012
22,25,-1.4367765741514182
22,26,1.6568417067069618
22,27,4.725623261048657
22,28,6.881459675555943
22,29,2.918235198974908
22,30,-1.014549176608236
22,31,0.3846747662762354
22,32,2.281582959990564
22,33,7.468314272170486
22,34,3.128053830568267
22,35,-4.492731643437314
22,36,1.8615957355779311
22,37,5.803278404442175
22,38,5.222601833298926
22,39,-3.720384395599582
23,0,2.6433673779140565
23,1,2.182965531178182
23,2,7.96421527547898
23,3,-0.16609368721760326
23,4,-2.6739375477509895
23,5,-1.161423856139563
23,6,9.7786000143927
23,7,4.9310625125012875
23,8,-3.1453246487896127
23,9,4.755864663072295
23,10,5.178127281631967
23,11,0.6971735967703062
23,12,4.065838228081857
23,13,9.279894198443365
23,14,-0.6392630350736872
23,15,-2.6018963639759844
23,16,1.2327601411366154
23,17,3.266770917923162
23,18,5.389433642095923
23,19,8.273078298263265
23,20,4.792179435202157
23,21,-0.7299596397052649
23,22,2.8036442994510287
23,23,7.523132850862384
23,24,2.651477529801822
23,25,-2.0274379562498805
23,26,1.8235014395235605
23,27,5.744830327396323
23,28,6.958866569571805
23,29,0.5007122472276588
23,30,-1.1436728382546433
23,31,0.8957700563096676
23,32,3.0622473250874704
23,33,7.754807069259949
23,34,0.3738356688218034
23,35,-4.371588951698376
23,36,1.1843869601243795
23,37,6.692201405953486
23,38,3.5296163740483246
23,39,-3.97775551620344
24,0,3.0121052187126542
24,1,4.207836387529548
24,2,7.24760706564175
24,3,-1.9804514077751096
24,4,-1.8145635921083225
24,5,-2.3223271444409366
24,6,8.528229167763573
24,7,4.917068740817468
24,8,-3.6485378484017836
24,9,4.92932906872933
24,10,6.155751789751497
24,11,0.5861181978231165
24,12,4.178658623730277
24,13,8.756430599430754
24,14,-2.840371049423679
24,15,-1.2446630694785779
24,16,1.135232003111782
24,17,4.071951602260268
24,18,6.989829518291676
24,19,7.991164644136916
24,20,1.9209689907979701
24,21,-1.033239474305712
24,22,3.0622605811370316
24,23,7.925426454925083
24,24,0.410651800844097
24,25,-1.7951773949491496
24,26,1.7347784914765672
24,27,6.8179232421304805
24,28,6.060085797202307
24,29,-1.7371798411919877
24,30,-0.3922418277197729
24,31,1.2284129157402297
24,32,3.9418885579273515
24,33,7.387275595211911
24,34,-2.229250762055002
24,35,-3.3522511940016435
24,36,0.08685717541972103
24,37,6.94540482060695
24,38,2.151501127572473
24,39,-3.8680160445927507
25,0,2.8869839208749
25,1,5.799766523829724
25,2,5.7697971037356
25,3,-3.5504416708671043
25,4,-0.10195346022992113
25,5,-2.7210238882433133
25,6,7.220092645095382
25,7,5.490438742655604
25,8,-3.645364480736596
25,9,5.170148207265051
25,10,6.953220137631725
25,11,0.046577780123296726
25,12,4.000319876725585
25,13,8.255070772807361
25,14,-4.026442638649945
25,15,0.3573445233071671
25,16,1.3722326591860494
25,17,4.782620254129765
25,18,8.451432815888577
25,19,6.21142326413931
25,20,-0.7123664512716491
25,21,-0.44074071485612637
25,22,3.3548869761438214
25,23,7.831383480749902
25,24,-1.240647758427227
25,25,-0.9313581905199406
25,26,1.6382081977632417
25,27,7.652040102521456
25,28,4.383396414703182
25,29,-3.2518189292545197
25,30,0.6623199119841346
25,31,1.7924316564659826
25,32,4.912348743204193
25,33,6.266950742078923
25,34,-4.087998322110881
25,35,-1.6759639993890327
25,36,-0.6452138570875952
25,37,6.8643536001553
25,38,1.1740839537301275
25,39,-3.535849322286822
26,0,2.573071878899945
26,1,6.922974737892287
26,2,3.6691365664136546
26,3,-4.318607136949091
26,4,1.6798200084215025
26,5,-2.057244898545701
26,6,6.233407681097231
26,7,6.13072647961276
26,8,-3.205489828441099
26,9,5.65946066380104
26,10,7.328927383560877
26,11,-0.7847563588844124
26,12,3.7878790632980914
26,13,7.993538936072478
26,14,-4.3340497106605955
26,15,1.9963518680340004
26,16,2.318450357573234
26,17,5.647161360456119
26,18,9.194228159267869
26,19,3.000877129541382
26,20,-2.211929374808443
26,21,0.3059162626507544
26,22,4.161881504499567
26,23,7.2028995229342865
26,24,-2.5548840227472525
26,25,0.3786038792569665
26,26,2.0332726379672925
26,27,8.113473533822077
26,28,2.1012136172213203
26,29,-3.765370754958501
26,30,1.3271852379269948
26,31,2.7202374691335756
26,32,5.886750961276132
26,33,4.276785900018344
26,34,-5.193716088809859
26,35,0.2924417780590576
26,36,-0.41926642713215534
26,37,6.798361843315436
26,38,0.5284485832945884
26,39,-3.066998278819587
27,0,2.1506973910808735
27,1,7.504277537448049
27,2,1.6422722809924661
27,3,-4.308007305564961
27,4,2.8697954471565956
27,5,-0.5016767825157904
27,6,5.51703293873798
27,7,6.742393613801764
27,8,-2.4138556473451116
27,9,6.043146645091276
27,10,7.504218178697476
27,11,-1.5938034679427777
27,12,3.6147718116712353
27,13,7.899280604984672
27,14,-3.933596760394047
27,15,3.2632766125084074
27,16,3.9492920295732103
27,17,6.833774489541239
27,18,8.446960924258239
27,19,-0.8121441066004467
27,20,-1.839947576198588
27,21,0.5029797048106854
27,22,5.086276939868647
27,23,6.078989205688774
27,24,-3.341812307916787
27,25,1.6330057762646892
